NomeComp;percentage20_Donald_Trump;percentage20_Joe_Biden;cases;deaths;TotalPop;IncomePerCap;Poverty;ChildPoverty;Unemployment;population_density_per_sqmi;percent_no_highschool_diploma;percent_age_65_and_older;percent_rural;percent_smokers;percent_adults_with_obesity;percent_physically_inactive;percent_excessive_drinking;life_expectancy;percent_adults_with_diabetes;percent_food_insecure;violent_crime_rate;homicide_rate
Nebraska Platte;0.775;0.21;1777;7;32875;28187;8.6;11.1;3.9;485178000000000;11;15.7;31426621584;14898697626;35.8;23.2;21298806566;81053390256;9.4;8.9;10225260973;NA
Nebraska Polk;0.797;0.184;205;6;5244;32424;7.6;8.7;4.6;119586000000000;5.9;20.4;100;13601696475;35.2;25.5;19790580781;79169576422;10.4;9.4;96024582293;NA
Nebraska Red Willow;0.83;0.149;284;0;10870;25006;11.7;17.3;4.9;151802000000000;6.5;18.8;31587516961;15624922463;34.9;25.3;20761877287;78731641944;9;11.5;96418732782;NA
Nebraska Richardson;0.742;0.244;135;2;8045;28109;16.3;29.1;4;147670000000000;9;23.2;5057993543;1681022825;36.3;32.6;19623553733;7801061249;10.4;13;37364553494;NA
Nebraska Rock;0.885;0.1;59;1;1381;33867;9.7;7;1.4;13954300000000;7.5;25.9;100;13182729046;34.7;37.4;18646241319;NA;15.2;11.2;0;NA
Nebraska Saline;0.629;0.344;993;2;14325;22324;11.6;12.9;2.8;250097000000000;16.4;14.4;51070422535;15470589816;36.6;29.8;2166698989;78373266589;11.8;9.3;23646416525;NA
Nebraska Sarpy;0.54;0.43;6275;39;175188;33103;5.3;5.9;3.3;72152900000000;4.6;10.2;52738604885;12973444558;32.6;20;23887629574;81270778463;9.3;9.6;84643599148;1628677758
Nebraska Saunders;0.715;0.262;728;4;20953;31163;9;14.4;2.2;279193000000000;6.9;17.2;66487006737;14044247837;34.5;24.6;24647313845;79065614303;10.9;10.4;61915081085;NA
Nebraska Scotts Bluff;0.708;0.271;1042;9;36509;26532;13.2;19.4;5.2;494982000000000;13;17.8;29818771977;18203360429;35.5;25.8;16242002409;78277616824;11.5;10;20478294411;NA
Nebraska Seward;0.71;0.267;441;3;17045;29398;9.2;9.7;2.5;299478000000000;7.2;16.8;60382089552;13582589606;31.4;23.1;22060351009;79134375072;9.7;11.1;56644009063;NA
Nebraska Sheridan;0.858;0.127;148;0;5241;25817;15.8;27.5;1.5;215456000000000;10.2;24.5;100;16249212602;31.9;30.1;18500721836;77708438639;12.6;13;19096985404;NA
Nebraska Sherman;0.779;0.202;67;3;3048;27983;10.7;18.1;1.7;546102000000000;7.5;26.1;100;14005694819;35.7;28.4;19478835566;80019594027;11.4;11;48575129534;NA
Nebraska Sioux;0.881;0.099;12;0;1256;26852;12.4;18.7;0;0.616463842526695;6;22.7;100;14144511318;23.2;30.6;17471909768;NA;7;12.4;NA;NA
Nebraska Stanton;0.809;0.168;86;0;6020;29517;9.5;6.6;3.1;14071800000000;8.1;15.2;73486702562;14069033128;38.1;31.6;21624777659;82137715425;7.2;10;5816852252;NA
Nebraska Thayer;0.774;0.21;73;0;5133;31129;10.9;17.4;1.2;899780000000000;8.2;25.4;100;13466771515;33;24.9;19508075521;77789187088;8.9;11;11612154055;NA
Nebraska Thomas;0.883;0.105;15;0;643;29243;12.4;18.9;1.9;0.946836711743821;6.6;19.1;100;13765047178;27.4;28;20207877089;NA;6.3;12.7;NA;NA
Nebraska Thurston;0.507;0.483;353;4;7055;19380;30.5;41.3;15.4;177573000000000;13.4;12.1;100;27011980962;44.1;32.2;20177630675;70119799144;19.2;18.6;61685557869;NA
Nebraska Valley;0.811;0.176;95;1;4252;27271;11.5;10.6;1.5;746416000000000;7.3;24.1;100;14178565399;31.8;26.6;1931034416;81493290951;11;11.9;96922704143;NA
Nebraska Washington;0.691;0.286;559;7;20414;33136;9.8;14.7;1.7;521544000000000;4.3;16;61233567263;13610386062;32;22;22159386024;80589551949;11.3;10.9;71688131906;NA
Nebraska Wayne;0.727;0.243;386;2;9409;27292;13.5;8;2;212547000000000;5.1;13.7;42084418968;13929016064;34.6;23.9;23251347141;8380873202;10.5;12.5;NA;NA
Nebraska Webster;0.805;0.179;124;0;3597;26136;11.3;15.5;2.1;637488000000000;8.1;23.4;100;15130209659;33.2;31.1;21070176089;76360472217;10.5;11.1;11042097999;NA
Nebraska Wheeler;0.873;0.118;4;0;846;28257;2.6;3.2;0.4;139955000000000;5;23.6;100;14512945586;28.9;32.2;19203654154;NA;11.5;9.9;2027027027;NA
Nebraska York;0.747;0.228;558;2;13832;28298;9.7;12.9;2.4;241778000000000;5.7;18.8;44141968533;14206269773;36.5;26.2;2006334483;78385823139;11.1;11;21598272138;NA
Nevada Carson City;0.541;0.429;795;9;54219;28044;14.7;22.8;7.7;376135000000000;12.7;19.1;48395267214;18972461727;28.3;22.3;19811535054;74735673648;11.1;12.4;29108472678;47014328923
Nevada Churchill;0.727;0.237;245;4;24022;25211;13.8;15.3;7.8;489761000000000;10.6;17.5;347147968;18100332277;32.4;26.4;21161717926;75986759221;8.5;12.7;2113026185;NA
Nevada Clark;0.44;0.54;82966;1517;2112436;27719;14.6;21.2;8.3;262322000000000;15.1;13.3;13060731247;16979704666;25.5;23.9;18396441889;78842824572;10.7;12.6;75703947239;70721744789
Nevada Douglas;0.633;0.34;426;1;47632;35727;9.8;13.5;6.2;668234000000000;7;24.5;31553077856;14153922189;25;20.4;18332346973;81413212221;8.9;11;15168316003;32918756509
Nevada Elko;0.762;0.208;1520;14;52377;32498;11.5;16.2;4.4;30303700000000;16.6;9.2;3785079274;17184164044;29.1;25.6;2322199511;79069178499;10.2;8.7;40376345096;38295521065
Nevada Esmeralda;0.821;0.152;0;0;1102;23755;6.8;8.9;3.9;0.298445994804008;10.8;26.5;100;19291522606;27.5;30;16287523288;NA;5.6;11.1;1178550383;NA
Nevada Eureka;0.884;0.098;13;0;1728;35606;10;0;0;0.414304074744495;8.4;15.6;100;17077593667;23.2;21.9;21103503553;83667852225;7.5;11.5;33775633293;NA
Nevada Humboldt;0.755;0.218;178;4;17088;29215;9.1;9.7;7.3;177278000000000;17.6;10.5;37875121007;17135600729;33.3;20.9;22270832769;76773657442;8.7;7.6;32676928369;83918666029
Nevada Lander;0.795;0.181;111;4;5887;30256;13.2;22.3;7.6;107593000000000;17.1;12.6;39047619048;17114542453;34.9;19.8;21678814752;78073521426;16.1;7.9;61978348897;NA
Nevada Lincoln;0.843;0.138;49;0;5203;27218;12.1;25.2;9.3;0.484794054949736;11.4;18.6;100;16061392441;29.7;28;19893331616;81445901192;7.9;12.5;39001560062;NA
Nevada Lyon;0.691;0.281;625;13;52303;25063;13.7;18.3;9.8;259325000000000;15;19.8;36937283571;20647207257;34.9;25;20663096902;76735024793;12.4;12.3;2700716692;56700515975
Nevada Mineral;0.616;0.348;18;0;4471;22791;20.3;41.4;20.6;120415000000000;13.5;24.7;3191533948;21471849074;30;31.4;17118031362;75060899931;13.2;15.1;13522650439;NA
Nevada Nye;0.69;0.289;726;16;43296;23740;17.3;26.7;11.4;237588000000000;15.3;27.2;35270559323;18016254769;33.5;28.6;17721231282;74052702244;13.6;14.1;1665446127;39605267501
Nevada Pershing;0.747;0.235;24;0;6661;19201;15;22.8;4.2;11082400000000;21.8;14.8;100;1795000836;34.8;28.3;22703350399;79127055612;6.8;11.1;71260652366;NA
Nevada Storey;0.664;0.314;22;0;3891;36388;7.7;16.4;4.2;149893000000000;6;28.7;92643391521;15281900687;24.6;25.3;19128213019;84515737061;12.6;10.2;89151180311;NA
Nevada Washoe;0.462;0.509;13637;198;445551;31879;13.3;16.9;6.8;698012000000000;13;14.6;42668963733;15165619627;23.3;18.4;24391825614;78331471743;7.5;11.2;43861610637;44720461975
Nevada White Pine;0.775;0.2;122;1;9858;25350;13;21.3;6.2;111476000000000;16.2;15;5333000997;1775645913;32.8;23.7;20940598614;79407691613;8.4;10.8;22051821781;NA
New Jersey Atlantic;0.462;0.523;5341;267;272926;29941;15.3;24.4;10.9;493213000000000;14.3;15.9;1271357754;156441948;29.8;30.2;17004453804;77247047169;12.3;12.7;3731873109;70265593456
New Jersey Bergen;0.408;0.578;25526;2063;937920;46601;7.2;8.5;5.2;399685000000000;8;16;0.101533947;11410986988;22.3;24.5;17602577621;83227791467;8.2;7.2;84250499119;1192561535
New Jersey Burlington;0.39;0.593;8721;516;449192;39528;6.4;8.9;6.9;563563000000000;7.1;15.5;66631902196;12445638161;29.3;23.8;18804290632;79393127475;11.5;9.3;16275354558;26387858279
New Jersey Camden;0.323;0.661;11988;636;510996;32931;13.1;19.3;7.9;230924000000000;11.7;14.2;16174217425;16134609166;31.4;28.7;18127661403;77336141472;12;11.8;46490041066;91994493752
New Jersey Cape May;0.575;0.414;1151;100;94549;36256;10.6;14.5;8.4;378397000000000;9.9;23.9;17454377217;15756107441;28.7;27.2;18130743026;77208290049;10.2;11.9;23592623479;NA
New Jersey Cumberland;0.469;0.518;4068;162;154952;23012;18.8;27.9;9;322100000000000;22.7;13.8;23027062168;18261146678;35.9;31.2;170802449;75360669825;12.4;12.9;51627564574;77371790798
New Jersey Essex;0.22;0.771;25292;2144;800401;35133;16.7;23.3;10.4;628449000000000;15.3;12.4;0.0145413913;14235389268;29.1;28.4;16211950774;79499817191;10.6;16.3;60618997605;14492150563
New Jersey Gloucester;0.48;0.5;5679;250;291372;36205;7.9;10.4;7.4;904734000000000;8;14.1;83458208458;15611318452;31;27.7;2087454257;77808662323;10;9.2;11552068542;29437378111
New Jersey Hudson;0.25;0.737;23633;1530;679756;35910;17.1;25.8;7.1;144546000000000;16.6;10.7;0;15382038155;23.9;28.8;19248901636;8219676215;7.7;10.7;3417111839;39768432881
New Jersey Hunterdon;0.503;0.474;1626;127;125717;54200;4.5;4.9;4.4;293828000000000;5.3;15.7;4956953307;12529551418;20.4;18.8;21699132792;83396535951;6.8;5.6;42286840415;NA
New Jersey Mercer;0.29;0.692;9438;640;373362;40064;11.3;15.5;7.5;165402000000000;12.3;13.7;34825504143;1355615998;25.8;24.3;18993349456;80478793854;9;10.6;37528864469;72770143758
New Jersey Middlesex;0.368;0.62;22676;1449;837288;36558;8.6;11;6.4;26898700000000;11;13.5;0.6743157442;10970467888;25.9;25.9;16197022638;81502399379;10.5;8.2;14855705318;16613250215
New Jersey Monmouth;0.507;0.479;14415;873;627551;46736;7.6;9.9;6;133976000000000;7.3;15.6;37294964942;13360452416;25.2;24.2;20798187186;80535548588;9.1;8;14957254746;17537462411
New Jersey Morris;0.444;0.54;9357;839;498847;53491;4.6;4.8;5.2;108178000000000;6;15.4;67693732784;12111935176;21.3;21.3;18681853114;82614664162;7.6;5.6;63485906129;0.5445723903
New Jersey Ocean;0.632;0.352;16990;1070;589699;33312;10.9;18.7;6.7;932157000000000;9.1;21.9;28983622025;14443273724;28.1;29.2;18506524639;79062568871;10.9;9;99252412089;11619471038
New Jersey Passaic;0.412;0.574;21282;1262;510563;29393;17;26.3;6;272684000000000;17.5;13.1;24100904582;13782069143;27.3;27.5;17803785442;80667856611;8.6;9.8;38203689452;44479590202
New Jersey Salem;0.557;0.422;1193;89;63776;31681;14.2;26.2;8;194383000000000;13.4;17.1;45300606813;17793654646;36.5;29.6;1807861601;76171195281;14.4;12.7;26600502454;62406668598
New Jersey Somerset;0.386;0.599;6575;595;333316;51923;4.8;4.9;4.9;109880000000000;5.9;14.1;57926565341;10843821151;22.2;20.1;15969094135;82510982071;7.3;6.2;64202760719;14194396998
New Jersey Sussex;0.585;0.391;1761;197;143570;41272;5.3;6.3;6.4;278929000000000;6.1;14.7;3984993133;13757305722;27.8;25.6;21589639657;79394027599;8.5;6.7;5426426698;12909388999
New Jersey Union;0.306;0.681;20674;1374;557320;38163;10.3;14.4;7.4;535597000000000;14.2;13.2;0;1307573586;24.9;24.4;18005378453;81548893486;8.3;9.3;35653325539;41252572485
New Jersey Warren;0.56;0.418;1632;171;107088;37001;8.2;12.3;7.4;300400000000000;9.6;15.9;37564862179;14330127644;29.6;28.4;19426878991;7944555847;9.5;8.7;70825515947;14705646433
New Mexico Bernalillo;0.367;0.609;11859;212;674855;28340;18;25.5;6.7;581184000000000;11.9;14.2;41955192253;15209989631;23.4;17;1633848515;78506776048;7;14.9;94483551575;84524709108
New Mexico Catron;0.73;0.255;10;1;3547;22487;21.5;33.1;0;0.512262572726719;7.7;34.3;100;14479116819;25.5;20.1;14104003852;83503607769;10.8;18.7;1581823411;NA
New Mexico Chaves;0.698;0.284;2169;19;65454;21177;21.2;30.9;6.3;108174000000000;21.9;14.7;24248609947;17439444818;34;26.4;15720691977;75661416457;11.7;14.8;62207923887;14189475339
New Mexico Cibola;0.446;0.533;658;23;27049;17768;28.5;40.2;16;602945000000000;19.9;14.4;55344871936;23253058172;30.9;29.4;16816899049;76542064761;13.9;19.8;54313919777;8401905132
New Mexico Colfax;0.544;0.434;46;1;12522;21785;23.5;35;10;33837400000000;11.3;23.5;52356363636;16948099829;28.1;28.4;14489783996;77650114333;13.3;16.3;27350710704;12507390731
New Mexico Curry;0.692;0.285;1650;12;50283;22628;22.5;34.2;7.8;359628000000000;16.8;11.4;14068959815;18999062719;30.1;30.4;1845229992;76529998633;7.1;18;40738621792;68292016663
New Mexico De Baca;0.728;0.256;2;0;2016;24571;22.7;22.4;6.6;0.851023996118833;14.1;23.4;100;16493202636;37.3;29.6;1348818135;78133954356;26.2;16;218459858;NA
New Mexico Dona Ana;NA;NA;6809;82;NA;NA;NA;NA;NA;561491000000000;21;14;19290456094;16428989415;28.4;17.2;16239198778;80210093501;8.7;15.5;28271952821;40580527733
New Mexico Eddy;0.752;0.234;1582;24;56793;28419;14.6;20.3;5.1;134971000000000;15.5;14.1;20854929499;15530870366;34.5;27.7;18868308652;75383382246;9.4;13.1;5674680909;8073040837
New Mexico Grant;0.454;0.526;206;4;28382;23898;22;32;8.1;729050000000000;14;24.4;42352781731;14353432204;27.4;19.1;14633398201;78319169904;8.5;15.3;NA;75099882844
New Mexico Guadalupe;0.419;0.564;46;1;4426;18086;13;19.8;1.5;147503000000000;24.1;21.6;44079368466;14932569973;35.2;26.5;16497317516;76740381717;12.1;9.4;51153802433;NA
New Mexico Harding;0.632;0.354;1;0;546;30782;19.8;30.7;6.5;0.265822650357422;11;28.8;100;13742185854;24.9;30.3;13518290442;NA;8.3;16.7;NA;NA
New Mexico Hidalgo;0.567;0.417;125;2;4446;18338;26;37.7;9;131774000000000;23.1;19.5;100;17024888149;24.9;28.6;15070665117;77163894253;8.6;14.9;50454086781;NA
New Mexico Lea;0.79;0.194;2217;30;69505;24507;16.1;22.3;6.2;156965000000000;28.2;10.6;2103140884;16779396195;33.1;30.3;17870112707;76180185966;11.3;13.3;43884524856;82696227812
New Mexico Lincoln;0.674;0.31;395;6;19497;26820;15.4;17.5;5.2;408312000000000;10.5;26.3;53183392692;15914026166;23.2;25.2;14457779893;77138705583;11.7;15.4;37955196942;NA
New Mexico Los Alamos;0.348;0.614;50;0;18031;52125;5.1;5.4;3.7;163898000000000;2.8;17.1;11242339833;114489648;23.1;12.8;19616067518;83369206874;6.4;12.7;17811704835;NA
New Mexico Luna;0.544;0.44;1158;12;24319;16622;31.8;42.5;11.4;830522000000000;30.7;20.4;40613668061;19216084489;32.5;27.1;14043447487;7578579767;11;20.7;70097767939;58349184862
New Mexico McKinley;0.295;0.68;4752;262;72849;14077;37.5;45.7;16.1;13640200000000;26.2;10.6;57378447938;21621669653;38.8;25.6;15199671615;72225791685;17.1;26;7101548164;15089755024
New Mexico Mora;0.336;0.65;15;0;4605;16019;20.3;29.7;8.2;238525000000000;12.3;20.7;100;18682486789;27.2;22;11802961338;82876837221;13.7;11.4;11993022242;NA
New Mexico Otero;0.616;0.36;569;14;65130;21876;21.4;32.5;9.3;988015000000000;16.3;16.2;2959386805;19321365567;31.2;23;18679710496;77603083131;10.3;17.9;35453032473;54453299761
New Mexico Quay;0.68;0.302;112;2;8447;18220;21.6;37.2;4;297680000000000;16.5;24;41566198429;16822770856;30.1;27.4;13359197473;74049730038;7.9;16.8;47958825594;NA
New Mexico Rio Arriba;0.326;0.66;543;15;39455;19602;26.4;33.2;8.9;681190000000000;15.8;16.5;49763951697;17932582658;28.3;23.3;13750733947;74013201621;8.9;13.2;60215815507;12237390988
New Mexico Roosevelt;0.701;0.273;493;9;19313;18954;27.5;37.8;10.7;802030000000000;20.2;12.6;36460747758;17930805607;28.7;29.5;18489637708;77939924933;7.6;18.8;47814780639;NA
New Mexico San Juan;0.629;0.346;3861;205;128221;22665;20.8;27.4;9.6;222263000000000;16.5;13.2;33663990649;21621046021;33.2;23.9;15645708524;76029294207;12.6;19.6;74435520282;9599792737
New Mexico San Miguel;0.297;0.684;196;0;28203;18012;30.9;39.8;5.3;600374000000000;18.2;18;46895519341;1835512046;29.1;22.6;13188832436;76918894821;14;14.6;47991690991;76243919547
New Mexico Sandoval;0.446;0.53;2131;49;138815;27406;14.7;19.4;8;372384000000000;9.2;15;17058246745;16191236811;24.8;12.9;18641549355;79277759967;7.2;14.2;24596825168;3984161426
New Mexico Santa Fe;0.223;0.76;1899;14;147514;35801;14.4;22;5.5;772133000000000;11.7;19.8;25160574322;13676491996;14.4;12.1;16122971726;81621654475;5.6;12.4;32588109216;4816468469
New Mexico Sierra;0.596;0.381;130;1;11254;22749;21.2;33.4;11.4;27366600000000;17.2;34.6;33950617284;15750359494;26.7;26.7;13639172153;72243965467;14.2;19;53181900126;NA
New Mexico Socorro;0.455;0.52;270;13;17098;17017;26.6;35.8;4.2;260660000000000;20.3;16.7;49675361021;18801987015;33.5;25.4;15469570898;76199035343;16.5;16.4;51509100906;NA
New Mexico Taos;0.215;0.765;262;5;32809;23229;21.3;28;9.7;149661000000000;12.3;22.3;58447946079;16331722041;19.2;14.1;1655057519;79643423354;6.3;15;41667300293;86767895879
New Mexico Torrance;0.655;0.322;112;1;15534;19129;27.1;32;7.8;466308000000000;17.7;18.1;98785326253;19551109321;25.3;26.3;1492303995;76818650853;7;18.5;39649008775;91547426144
New Mexico Union;0.776;0.214;45;2;4216;23180;14.2;26.2;2.5;11224100000000;21.6;19.3;100;15347977985;31.8;26.6;17834792603;81521553678;13;14.1;13036264518;NA
New Mexico Valencia;0.538;0.442;1075;5;75845;20572;22;29.1;9.1;713074000000000;18.3;15.3;16731314239;17066381153;31.6;21.5;1440631386;7740413427;12.6;13.4;91735837825;78874572528
New York Albany;0.375;0.602;3750;140;308580;35278;12.4;15;5.3;588911000000000;7.3;15.2;96961249688;14531854664;27.3;22;20015961267;80033193096;9.1;12;34821844179;2969111498
New York Allegany;0.734;0.242;348;8;47400;22377;16.5;25.7;7.3;463422000000000;11;16.8;78739835737;16559035378;35.9;29.3;20052656738;7799982845;10.9;12.4;19502941427;NA
New York Bronx;0.169;0.825;55912;4996;1455846;19721;29.7;41.8;11.6;341680000000000;28.8;11.3;0.0028156649;15921168722;29;31.3;15950195989;80559175377;12.5;16;58605761611;66370226217
New York Broome;0.53;0.446;3738;98;196124;26790;17.1;23;7.2;27966000000000;9.8;17.6;26056829511;15514051434;28;23;22155688032;78673505459;10.6;12.8;31495458616;29923905697
New York Cattaraugus;0.675;0.304;549;18;78175;23984;16.9;23.8;7;600034000000000;11.8;17.1;61752804512;16754360363;37.6;26.6;18985244325;77848798956;13.3;12.5;19720040087;NA
New York Cayuga;0.582;0.396;453;2;78319;27957;11.6;17.2;5.9;113917000000000;12.4;16.9;55781870892;15717610642;34.1;24.6;20754651492;79440231197;12.4;10.6;24144125779;NA
New York Chautauqua;0.645;0.335;1017;14;130846;23962;18.5;28.6;7.7;12426400000000;11.8;18;43862718209;17108594687;33.4;27.5;19160749684;7734508697;12.1;12.3;27138336813;20743716837
New York Chemung;0.613;0.366;1852;3;86883;27209;15.8;22.8;5.3;215396000000000;9.8;16.8;24178768434;16802148251;36;28.2;20915023842;77171017363;11.9;12.5;19294740036;37804635506
New York Chenango;0.681;0.297;425;7;48763;25233;14.5;18.9;6.7;551553000000000;13.1;18.8;83412247162;16253968006;38.8;24.2;19503007704;77299542939;13.3;11;18339412319;NA
New York Clinton;0.523;0.462;270;5;81224;25833;15.7;20;5.8;785399000000000;13.6;15.1;64155951685;16753447369;35.3;26.5;21031879992;79447253971;11.5;12;15725500595;NA
New York Columbia;0.468;0.514;736;38;61481;34737;11.4;14.8;5;974686000000000;11.1;20.7;73297831875;14578003596;24;20.1;200586512;79642273987;7.9;9.4;14553647045;NA
New York Cortland;0.568;0.409;589;0;48334;26271;14.7;16.7;4.9;976657000000000;9.6;15.2;44273958164;15302328439;35.2;25.2;22211384254;78185980446;11.8;12.1;89542293116;NA
New York Delaware;0.637;0.342;192;7;45950;26016;16.5;30.7;7.1;322228000000000;12.2;22;78363901626;1584691835;29.9;26.2;19070495243;79287105258;9.1;11.6;19305876087;NA
New York Dutchess;0.499;0.483;5565;165;295685;36704;9.1;11.8;6.7;371912000000000;9.9;15.5;25399343839;15040865509;26.9;21.1;21122736385;80571111352;9.2;8.6;20366598778;21252650544
New York Erie;0.465;0.518;13531;717;923995;31083;14.9;22.5;5.5;88436900000000;9.2;16.5;94038344359;17253724261;30.1;25.6;22023644542;78382904195;11.1;12.7;42752334492;62319223868
New York Essex;0.524;0.459;203;0;38233;29008;8.9;11.2;6.7;215137000000000;10.4;21.1;74856489713;13756577864;28.8;21.5;19843733197;80821938143;10.6;9.5;16676003492;NA
New York Franklin;0.554;0.428;87;0;51054;24294;19.4;27;8.2;313078000000000;14.6;14.9;62675633249;18698972223;33.9;29.2;20480687227;79252096829;12.5;13;18345743689;NA
New York Fulton;0.693;0.288;367;24;53955;26298;16;23.4;7.6;109589000000000;13.3;17.9;5037366516;18383444989;34;28;18279087725;78440438584;12.5;11.9;20407216734;NA
New York Genesee;0.693;0.282;411;5;58537;27499;12.8;20.1;5.1;119799000000000;9.1;17.4;59886149903;15922101555;36.6;29.9;20805405717;78125573566;13.5;10.5;21998742929;NA
New York Greene;0.609;0.368;516;18;47791;27402;12.4;17.1;6.2;742767000000000;14.1;19.7;73141545275;15446060347;27.9;25.1;20179034621;7864034005;10.1;10.3;22500426548;NA
New York Hamilton;0.679;0.305;19;0;4646;24891;9.7;12.5;11.2;273498000000000;13.7;26.7;100;1393683141;29.7;20.3;17826440743;79943748506;11.3;10.1;74286320705;NA
New York Herkimer;0.688;0.294;399;10;62943;24932;14.9;23.1;8.2;450283000000000;9.8;18.8;51809544475;17827296884;32;28.8;19244514262;79247035316;12.4;11.6;21088572002;NA
New York Jefferson;0.641;0.339;222;0;116567;24717;14.8;21.1;8;929820000000000;9.8;12.2;48049109947;16019146826;34.3;27;21568479878;78575161926;11.7;13.2;2126354006;18372176197
New York Kings;0.252;0.741;76238;7404;2635121;29928;21.9;30.4;8.1;373407000000000;20;12.2;0.0014772228;13840801998;22.6;25.7;18357235656;82635072827;9.7;17.1;58618548775;51813576394
New York Lewis;0.729;0.254;148;0;26845;25779;14.2;23.7;7.6;21266400000000;10.9;16.6;86849780337;15685666859;38.5;29.1;20362814912;79549752452;11.6;11.3;13155700495;NA
New York Livingston;0.629;0.347;350;8;64373;25882;14.6;18.1;4.8;102289000000000;11;15.8;54652638662;15326099779;35.5;22.8;20900667092;79988364043;11.9;10.9;12264985794;NA
New York Madison;0.598;0.376;593;17;71760;28010;11.1;14.6;4.4;110082000000000;9.6;15.9;58945834808;1515958424;30.3;23.7;20921444193;80934118024;10.1;10;15142316844;NA
New York Monroe;0.445;0.53;7705;300;748680;31291;14.8;22.3;6.6;114003000000000;9.6;15.5;64499747429;15151442269;29.4;23.2;19745306424;79884256234;9.4;12.4;32625708471;5501727982
New York Montgomery;0.653;0.326;273;4;49500;25307;19.6;29.6;7.3;123208000000000;15.5;17.7;40938688544;16537127488;35.1;30.8;187810306;77675119611;11.3;11.6;14233654011;NA
New York Nassau;0.501;0.489;50294;2216;1363069;46839;5.9;7.6;4.9;476392000000000;9.1;16.4;0.1922313166;11225364644;23.6;22.8;18439903689;82882055332;8.6;5.4;14366338688;18610592077
New York New York;0.145;0.845;36712;3200;1653877;69529;17.3;23.1;6.2;72167600000000;13;14.4;0;1241823421;14.6;17.5;24812852036;84857972046;6.5;12.6;58640744787;21721688984
New York Niagara;0.585;0.396;2137;102;212675;28395;13.4;18.8;6.2;408487000000000;9.1;17.3;22440626602;16802143713;33.5;29.2;22767439635;77670410588;12.8;12;39456884814;28877103747
New York Oneida;0.618;0.363;2851;129;232324;27283;16.6;26.2;6;192075000000000;11.9;17.4;32983932084;16835257266;33.1;25.7;19786021868;78360015184;13.8;12.2;28332335058;29545534285
